week_start,campus_id,channel_id,channel_name,impressions,leads,applications,kyc_started,approved_accounts,funded_accounts,activated_users,spend,support_tickets,kyc_rework_cases
2026-06-22,CMP017,search_content,Search and explainer content,824,68,21,16,10,4,2,1772.48,2,0
2026-06-22,CMP018,campus_ambassador,Campus ambassadors,319,29,6,5,2,0,0,641.85,0,0
2026-06-22,CMP018,partner_webinar,Partner webinars,250,32,5,3,2,0,0,940.21,0,1
2026-06-22,CMP018,referral,Student referral loops,301,31,7,5,3,1,0,544.04,0,0
2026-06-22,CMP018,creator_content,Creator content,407,25,4,3,1,0,0,752.76,3,0
2026-06-22,CMP018,paid_social,Paid social,276,14,2,1,0,0,0,596.91,0,0
2026-06-22,CMP018,search_content,Search and explainer content,484,39,7,6,4,1,0,983.61,0,0
2026-06-22,CMP019,campus_ambassador,Campus ambassadors,916,83,14,11,5,1,0,1547.0,0,0
2026-06-22,CMP019,partner_webinar,Partner webinars,655,86,20,16,10,4,2,2432.02,4,0
2026-06-22,CMP019,referral,Student referral loops,698,73,18,15,7,2,1,1150.91,0,6
2026-06-22,CMP019,creator_content,Creator content,1658,105,19,14,7,2,1,2810.68,7,1
2026-06-22,CMP019,paid_social,Paid social,1145,61,16,13,8,3,1,2591.7,5,1
2026-06-22,CMP019,search_content,Search and explainer content,558,46,12,10,5,2,1,973.15,0,0
2026-06-22,CMP020,campus_ambassador,Campus ambassadors,999,94,17,14,7,4,2,2060.51,7,0
2026-06-22,CMP020,partner_webinar,Partner webinars,1054,143,25,19,9,4,2,3412.04,2,1
2026-06-22,CMP020,referral,Student referral loops,797,86,14,11,5,2,1,1164.62,0,1
2026-06-22,CMP020,creator_content,Creator content,1468,96,16,12,6,3,1,2410.98,0,4
2026-06-22,CMP020,paid_social,Paid social,759,42,7,5,2,1,0,1457.42,0,0
2026-06-22,CMP020,search_content,Search and explainer content,1431,122,34,24,12,5,2,2448.93,0,0
2026-06-22,CMP021,campus_ambassador,Campus ambassadors,699,55,12,9,4,1,0,1033.31,0,0
2026-06-22,CMP021,partner_webinar,Partner webinars,768,87,26,19,8,3,1,2180.23,0,1
2026-06-22,CMP021,referral,Student referral loops,840,76,21,17,9,4,2,1620.11,0,0
2026-06-22,CMP021,creator_content,Creator content,543,29,7,5,2,0,0,976.75,0,0
2026-06-22,CMP021,paid_social,Paid social,580,26,7,5,2,0,0,1002.53,3,3
2026-06-22,CMP021,search_content,Search and explainer content,680,48,11,8,4,1,0,985.14,5,0
2026-06-22,CMP022,campus_ambassador,Campus ambassadors,1155,101,13,11,6,2,1,1229.08,7,4
2026-06-22,CMP022,partner_webinar,Partner webinars,883,111,20,16,9,3,1,2785.5,0,0
2026-06-22,CMP022,referral,Student referral loops,483,48,7,5,3,1,0,607.64,1,0
2026-06-22,CMP022,creator_content,Creator content,715,43,8,6,3,1,0,1020.49,2,0
2026-06-22,CMP022,paid_social,Paid social,995,51,9,7,4,1,0,1680.73,0,0
2026-06-22,CMP022,search_content,Search and explainer content,1339,106,15,10,6,2,1,1646.15,1,0
2026-06-22,CMP023,campus_ambassador,Campus ambassadors,897,86,26,20,11,6,3,1934.76,0,0
2026-06-22,CMP023,partner_webinar,Partner webinars,718,100,28,21,10,5,3,2663.22,1,5
2026-06-22,CMP023,referral,Student referral loops,839,93,21,16,7,3,2,1231.15,0,2
2026-06-22,CMP023,creator_content,Creator content,376,25,7,6,3,1,0,573.53,0,3
2026-06-22,CMP023,paid_social,Paid social,375,21,6,4,2,1,0,913.48,0,4
2026-06-22,CMP023,search_content,Search and explainer content,900,79,20,15,8,4,2,2145.19,7,0
2026-06-22,CMP024,campus_ambassador,Campus ambassadors,1611,146,39,28,15,7,4,3329.69,0,2
2026-06-22,CMP024,partner_webinar,Partner webinars,1114,145,39,29,14,4,2,4832.18,0,0
2026-06-22,CMP024,referral,Student referral loops,1421,148,33,24,13,4,3,2632.35,1,0
2026-06-22,CMP024,creator_content,Creator content,995,62,17,12,6,2,0,1820.21,0,1
2026-06-22,CMP024,paid_social,Paid social,882,47,12,9,4,1,0,2397.41,5,0
2026-06-22,CMP024,search_content,Search and explainer content,1674,137,39,29,17,7,3,3691.93,3,0
2026-06-22,CMP025,campus_ambassador,Campus ambassadors,1065,102,34,29,15,7,4,2602.55,4,0
2026-06-22,CMP025,partner_webinar,Partner webinars,555,76,21,18,9,5,3,2753.14,3,2
2026-06-22,CMP025,referral,Student referral loops,787,86,27,23,12,6,3,1367.54,0,5
2026-06-22,CMP025,creator_content,Creator content,916,60,18,14,8,3,1,1580.8,8,5
2026-06-22,CMP025,paid_social,Paid social,919,51,15,12,5,2,0,2080.91,0,0
2026-06-22,CMP025,search_content,Search and explainer content,1030,89,23,19,10,5,2,2393.97,2,0
2026-06-22,CMP026,campus_ambassador,Campus ambassadors,1527,126,23,18,8,3,1,2809.83,0,0
2026-06-22,CMP026,partner_webinar,Partner webinars,1218,144,25,20,8,4,2,4240.21,0,0
2026-06-22,CMP026,referral,Student referral loops,1030,97,25,19,9,4,2,1807.6,3,0
2026-06-22,CMP026,creator_content,Creator content,1930,110,22,18,8,3,1,2650.16,0,1
2026-06-22,CMP026,paid_social,Paid social,1955,94,24,20,8,4,1,4584.25,0,7
2026-06-22,CMP026,search_content,Search and explainer content,1923,144,37,26,14,5,2,3821.4,0,2
2026-06-22,CMP027,campus_ambassador,Campus ambassadors,504,42,10,8,3,1,0,876.76,4,0
2026-06-22,CMP027,partner_webinar,Partner webinars,1032,124,35,26,12,5,3,3240.49,3,0
2026-06-22,CMP027,referral,Student referral loops,1245,119,33,28,13,6,3,1723.01,0,3
2026-06-22,CMP027,creator_content,Creator content,663,38,8,6,3,1,0,720.41,0,2
2026-06-22,CMP027,paid_social,Paid social,645,31,10,7,3,1,0,1097.89,0,1
2026-06-22,CMP027,search_content,Search and explainer content,906,68,22,16,7,2,1,1188.35,2,1
2026-06-22,CMP028,campus_ambassador,Campus ambassadors,224,17,4,3,1,0,0,402.23,0,1
2026-06-22,CMP028,partner_webinar,Partner webinars,461,53,12,10,6,2,1,1843.33,1,0
2026-06-22,CMP028,referral,Student referral loops,515,47,15,11,6,3,2,914.83,0,1
2026-06-22,CMP028,creator_content,Creator content,398,22,7,5,2,0,0,678.36,2,4
2026-06-22,CMP028,paid_social,Paid social,593,27,7,5,2,0,0,1097.7,5,0
2026-06-22,CMP028,search_content,Search and explainer content,396,28,10,8,4,1,0,611.02,0,4
2026-06-22,CMP029,campus_ambassador,Campus ambassadors,2543,231,92,67,36,13,8,5048.41,7,1
2026-06-22,CMP029,partner_webinar,Partner webinars,1708,224,76,57,27,13,9,8042.64,11,0
2026-06-22,CMP029,referral,Student referral loops,2075,216,71,52,32,16,10,3318.68,0,0
2026-06-22,CMP029,creator_content,Creator content,1135,71,18,13,6,3,1,2358.22,9,0
2026-06-22,CMP029,paid_social,Paid social,2244,120,33,27,16,6,2,4322.83,1,2
2026-06-22,CMP029,search_content,Search and explainer content,1844,152,60,44,21,7,3,3844.08,9,0
2026-06-22,CMP030,campus_ambassador,Campus ambassadors,585,51,12,9,5,3,1,1494.76,0,0
2026-06-22,CMP030,partner_webinar,Partner webinars,328,41,8,6,3,1,0,1835.65,6,0
2026-06-22,CMP030,referral,Student referral loops,552,56,14,10,4,2,1,1312.75,3,2
2026-06-22,CMP030,creator_content,Creator content,582,35,7,5,2,1,0,1131.6,2,0
2026-06-22,CMP030,paid_social,Paid social,491,25,4,3,1,0,0,1735.91,1,0
2026-06-22,CMP030,search_content,Search and explainer content,511,41,8,6,3,1,0,1165.02,0,0
2026-06-22,CMP031,campus_ambassador,Campus ambassadors,1448,134,45,34,21,13,7,3150.04,0,0
2026-06-22,CMP031,partner_webinar,Partner webinars,675,90,20,16,9,5,3,2883.55,3,0
2026-06-22,CMP031,referral,Student referral loops,795,84,19,15,8,5,3,1547.65,2,0
2026-06-22,CMP031,creator_content,Creator content,845,54,18,13,7,3,1,1342.25,0,0
2026-06-22,CMP031,paid_social,Paid social,529,28,7,5,2,1,0,1427.07,1,0
2026-06-22,CMP031,search_content,Search and explainer content,773,65,14,11,7,3,1,1689.04,2,0
2026-06-22,CMP032,campus_ambassador,Campus ambassadors,1504,146,34,29,18,10,5,2681.67,6,7
2026-06-22,CMP032,partner_webinar,Partner webinars,1478,207,71,51,28,16,9,5430.34,0,3
2026-06-22,CMP032,referral,Student referral loops,993,111,32,28,14,8,5,1767.45,0,5
2026-06-22,CMP032,creator_content,Creator content,1790,121,27,19,10,5,2,3450.18,0,0
2026-06-22,CMP032,paid_social,Paid social,1759,100,32,26,15,9,4,3540.43,0,0
2026-06-22,CMP032,search_content,Search and explainer content,1362,120,39,33,17,11,5,2397.9,0,1
2026-06-29,CMP001,campus_ambassador,Campus ambassadors,1436,131,26,20,10,4,2,2157.83,4,0
2026-06-29,CMP001,partner_webinar,Partner webinars,725,95,19,14,7,2,1,2958.6,0,0
2026-06-29,CMP001,referral,Student referral loops,800,84,16,12,7,3,2,1321.21,0,0
2026-06-29,CMP001,creator_content,Creator content,766,48,8,6,3,1,0,1413.13,0,0
2026-06-29,CMP001,paid_social,Paid social,667,35,5,3,1,0,0,1241.76,3,0
2026-06-29,CMP001,search_content,Search and explainer content,724,60,16,11,6,2,1,1692.47,0,1
2026-06-29,CMP002,campus_ambassador,Campus ambassadors,2375,217,49,39,21,9,4,3623.61,3,3
2026-06-29,CMP002,partner_webinar,Partner webinars,788,103,26,22,13,5,3,3477.91,0,0
2026-06-29,CMP002,referral,Student referral loops,1528,160,26,20,12,5,3,2585.05,0,2
2026-06-29,CMP002,creator_content,Creator content,810,51,12,9,4,1,0,1478.3,0,0
2026-06-29,CMP002,paid_social,Paid social,1022,54,12,10,6,2,0,1730.96,0,0
2026-06-29,CMP002,search_content,Search and explainer content,835,69,12,9,5,2,1,1627.33,0,0
2026-06-29,CMP003,campus_ambassador,Campus ambassadors,346,29,3,2,0,0,0,504.26,0,2
2026-06-29,CMP003,partner_webinar,Partner webinars,349,43,6,4,1,0,0,1586.22,1,0
2026-06-29,CMP003,referral,Student referral loops,356,35,4,3,1,0,0,665.39,0,4
2026-06-29,CMP003,creator_content,Creator content,231,13,1,0,0,0,0,407.51,0,0
2026-06-29,CMP003,paid_social,Paid social,150,7,0,0,0,0,0,310.6,1,0
2026-06-29,CMP003,search_content,Search and explainer content,299,23,2,1,0,0,0,647.74,0,0
2026-06-29,CMP004,campus_ambassador,Campus ambassadors,547,44,9,7,3,1,0,961.02,0,0
2026-06-29,CMP004,partner_webinar,Partner webinars,407,47,7,6,2,0,0,1492.27,0,0
2026-06-29,CMP004,referral,Student referral loops,388,35,7,5,2,0,0,466.34,0,0
2026-06-29,CMP004,creator_content,Creator content,346,19,2,1,0,0,0,442.36,0,0
2026-06-29,CMP004,paid_social,Paid social,362,17,3,2,0,0,0,584.53,2,2
2026-06-29,CMP004,search_content,Search and explainer content,612,44,9,7,3,1,0,1020.36,1,0
2026-06-29,CMP005,campus_ambassador,Campus ambassadors,863,72,13,11,4,1,0,2071.08,1,3
2026-06-29,CMP005,partner_webinar,Partner webinars,911,109,24,17,8,3,1,3288.63,4,1
2026-06-29,CMP005,referral,Student referral loops,1080,103,28,22,11,4,2,1922.51,5,0
2026-06-29,CMP005,creator_content,Creator content,563,32,6,4,1,0,0,840.38,4,0
2026-06-29,CMP005,paid_social,Paid social,409,20,5,4,2,0,0,814.61,5,0
2026-06-29,CMP005,search_content,Search and explainer content,732,55,12,9,4,1,0,1570.57,12,1
2026-06-29,CMP006,campus_ambassador,Campus ambassadors,444,37,5,4,2,1,0,946.65,0,0
2026-06-29,CMP006,partner_webinar,Partner webinars,324,39,7,5,2,1,0,1456.09,2,0
2026-06-29,CMP006,referral,Student referral loops,665,64,14,11,5,2,1,1305.53,0,0
2026-06-29,CMP006,creator_content,Creator content,590,34,7,5,2,1,0,1258.56,0,0
2026-06-29,CMP006,paid_social,Paid social,579,28,5,4,2,0,0,1135.88,0,0
2026-06-29,CMP006,search_content,Search and explainer content,761,58,12,10,5,2,1,1794.7,7,0
2026-06-29,CMP007,campus_ambassador,Campus ambassadors,1075,101,15,12,4,1,0,1926.81,1,0
2026-06-29,CMP007,partner_webinar,Partner webinars,979,132,21,16,6,2,1,3291.4,0,4
2026-06-29,CMP007,referral,Student referral loops,1032,111,20,16,7,3,1,1862.21,0,2
2026-06-29,CMP007,creator_content,Creator content,1697,110,19,15,6,2,0,3128.76,0,4
2026-06-29,CMP007,paid_social,Paid social,715,39,9,7,3,1,0,1119.48,0,0
2026-06-29,CMP007,search_content,Search and explainer content,1878,159,28,23,11,4,2,3675.2,0,0
2026-06-29,CMP008,campus_ambassador,Campus ambassadors,1658,146,49,39,18,10,5,2978.87,0,4
2026-06-29,CMP008,partner_webinar,Partner webinars,1749,222,66,54,33,21,14,8656.37,3,5
2026-06-29,CMP008,referral,Student referral loops,2215,224,51,39,21,10,7,4784.4,6,0
2026-06-29,CMP008,creator_content,Creator content,1373,84,28,24,11,5,2,2743.03,6,0
2026-06-29,CMP008,paid_social,Paid social,1660,85,26,22,10,6,2,3144.79,0,3
2026-06-29,CMP008,search_content,Search and explainer content,1120,89,19,15,7,3,1,2484.81,8,5
2026-06-29,CMP009,campus_ambassador,Campus ambassadors,783,66,9,6,3,0,0,1235.14,0,4
2026-06-29,CMP009,partner_webinar,Partner webinars,616,75,13,9,4,1,0,2819.22,0,0
2026-06-29,CMP009,referral,Student referral loops,422,41,6,5,2,0,0,519.21,1,3
2026-06-29,CMP009,creator_content,Creator content,757,44,8,6,3,1,0,1367.3,3,0
2026-06-29,CMP009,paid_social,Paid social,373,18,2,1,0,0,0,943.15,0,0
2026-06-29,CMP009,search_content,Search and explainer content,568,43,7,5,2,0,0,959.68,4,0
2026-06-29,CMP010,campus_ambassador,Campus ambassadors,476,41,9,6,2,1,0,1004.86,5,2
2026-06-29,CMP010,partner_webinar,Partner webinars,866,108,30,23,9,5,2,4642.17,0,2
2026-06-29,CMP010,referral,Student referral loops,570,56,17,12,6,3,2,971.6,0,1
2026-06-29,CMP010,creator_content,Creator content,475,28,5,4,1,0,0,999.16,1,2
2026-06-29,CMP010,paid_social,Paid social,365,18,4,3,1,0,0,956.7,0,0
2026-06-29,CMP010,search_content,Search and explainer content,311,24,7,5,2,1,0,705.03,0,1
2026-06-29,CMP011,campus_ambassador,Campus ambassadors,829,73,20,17,11,5,2,1668.36,3,2
2026-06-29,CMP011,partner_webinar,Partner webinars,1861,237,60,43,25,13,7,6255.32,0,0
2026-06-29,CMP011,referral,Student referral loops,1158,117,28,21,10,5,3,1727.14,0,3
2026-06-29,CMP011,creator_content,Creator content,647,39,9,7,4,1,0,1312.38,6,5
2026-06-29,CMP011,paid_social,Paid social,833,43,14,10,5,2,0,1545.48,0,5
2026-06-29,CMP011,search_content,Search and explainer content,1324,106,30,23,13,7,4,2852.84,3,1
2026-06-29,CMP012,campus_ambassador,Campus ambassadors,687,56,17,14,7,3,1,1073.91,5,0
2026-06-29,CMP012,partner_webinar,Partner webinars,942,111,25,19,12,4,2,3156.65,0,2
2026-06-29,CMP012,referral,Student referral loops,546,51,14,11,7,2,1,962.18,1,0
2026-06-29,CMP012,creator_content,Creator content,818,46,11,9,5,2,1,1116.34,0,0
2026-06-29,CMP012,paid_social,Paid social,306,14,4,3,1,0,0,494.49,2,0
2026-06-29,CMP012,search_content,Search and explainer content,1026,76,22,17,10,5,2,2296.27,8,0
2026-06-29,CMP013,campus_ambassador,Campus ambassadors,303,30,11,8,4,1,0,550.13,0,4
2026-06-29,CMP013,partner_webinar,Partner webinars,372,53,16,11,6,3,1,2379.89,6,0
2026-06-29,CMP013,referral,Student referral loops,609,69,17,14,7,3,2,1210.03,0,0
2026-06-29,CMP013,creator_content,Creator content,582,40,13,10,4,2,0,1051.06,5,0
2026-06-29,CMP013,paid_social,Paid social,432,25,7,5,3,1,0,1136.74,0,0
2026-06-29,CMP013,search_content,Search and explainer content,635,57,16,12,6,3,1,1497.86,0,0
2026-06-29,CMP014,campus_ambassador,Campus ambassadors,2110,195,50,43,24,15,7,4791.15,1,6
2026-06-29,CMP014,partner_webinar,Partner webinars,2073,276,75,63,42,27,19,10328.42,5,5
2026-06-29,CMP014,referral,Student referral loops,1304,138,40,34,22,13,9,2673.6,0,0
2026-06-29,CMP014,creator_content,Creator content,2382,152,40,31,18,9,4,4853.24,0,0
2026-06-29,CMP014,paid_social,Paid social,1235,66,17,12,8,3,1,2912.82,2,2
2026-06-29,CMP014,search_content,Search and explainer content,896,75,14,11,7,3,1,2457.64,3,0
2026-06-29,CMP015,campus_ambassador,Campus ambassadors,727,60,11,9,4,1,0,852.49,8,0
2026-06-29,CMP015,partner_webinar,Partner webinars,746,88,16,13,6,2,1,2332.3,0,0
2026-06-29,CMP015,referral,Student referral loops,629,59,13,9,5,2,1,983.88,0,3
2026-06-29,CMP015,creator_content,Creator content,390,22,5,4,2,0,0,496.38,0,2
2026-06-29,CMP015,paid_social,Paid social,426,20,3,2,1,0,0,600.83,2,0
2026-06-29,CMP015,search_content,Search and explainer content,378,28,6,4,1,0,0,702.51,1,1
2026-06-29,CMP016,campus_ambassador,Campus ambassadors,619,55,11,8,3,1,0,1315.73,1,3
2026-06-29,CMP016,partner_webinar,Partner webinars,461,59,16,12,5,2,1,2087.36,0,1
2026-06-29,CMP016,referral,Student referral loops,785,80,16,13,5,1,0,1433.81,0,4
2026-06-29,CMP016,creator_content,Creator content,653,40,7,5,2,0,0,1327.98,0,0
2026-06-29,CMP016,paid_social,Paid social,535,28,7,5,2,0,0,1397.47,7,7
2026-06-29,CMP016,search_content,Search and explainer content,749,60,16,12,6,2,1,1488.05,0,3
2026-06-29,CMP017,campus_ambassador,Campus ambassadors,1387,127,40,30,19,9,5,2174.32,0,1
2026-06-29,CMP017,partner_webinar,Partner webinars,605,80,21,15,8,3,1,2038.2,1,1
2026-06-29,CMP017,referral,Student referral loops,1708,179,50,39,26,12,7,2918.97,0,5
2026-06-29,CMP017,creator_content,Creator content,2495,158,34,29,15,5,2,4680.63,0,3
2026-06-29,CMP017,paid_social,Paid social,1639,88,19,15,9,4,1,3991.85,0,0
2026-06-29,CMP017,search_content,Search and explainer content,937,78,26,21,14,7,4,2154.92,6,2
2026-06-29,CMP018,campus_ambassador,Campus ambassadors,391,35,7,6,3,1,0,729.63,0,1
2026-06-29,CMP018,partner_webinar,Partner webinars,373,48,11,9,5,2,1,1087.24,7,1
2026-06-29,CMP018,referral,Student referral loops,321,33,7,5,2,0,0,592.97,0,3
2026-06-29,CMP018,creator_content,Creator content,501,31,6,5,3,1,0,955.57,6,2
2026-06-29,CMP018,paid_social,Paid social,228,12,2,1,0,0,0,442.33,0,3
2026-06-29,CMP018,search_content,Search and explainer content,269,22,3,2,1,0,0,384.3,1,0
2026-06-29,CMP019,campus_ambassador,Campus ambassadors,2231,204,44,31,17,6,3,3910.21,0,0
2026-06-29,CMP019,partner_webinar,Partner webinars,1614,213,42,30,18,7,5,4116.96,0,1
2026-06-29,CMP019,referral,Student referral loops,1171,123,22,17,9,3,1,1413.04,3,2
2026-06-29,CMP019,creator_content,Creator content,840,53,13,10,4,1,0,1395.81,0,5
2026-06-29,CMP019,paid_social,Paid social,1772,95,24,19,10,4,1,2769.63,1,2
2026-06-29,CMP019,search_content,Search and explainer content,1169,97,24,18,11,4,2,1538.51,6,5
2026-06-29,CMP020,campus_ambassador,Campus ambassadors,847,80,16,12,6,3,2,1698.08,5,1
2026-06-29,CMP020,partner_webinar,Partner webinars,1711,233,49,41,21,11,7,6428.84,10,0
2026-06-29,CMP020,referral,Student referral loops,551,59,11,8,4,1,0,865.43,4,2
2026-06-29,CMP020,creator_content,Creator content,557,36,10,7,4,2,1,911.59,0,2
2026-06-29,CMP020,paid_social,Paid social,945,52,14,12,6,2,0,2041.72,0,1
2026-06-29,CMP020,search_content,Search and explainer content,641,55,10,7,3,1,0,1122.58,2,3
2026-06-29,CMP021,campus_ambassador,Campus ambassadors,1024,80,25,18,8,3,2,1442.72,3,0
2026-06-29,CMP021,partner_webinar,Partner webinars,756,86,26,20,9,3,2,2811.61,6,2
2026-06-29,CMP021,referral,Student referral loops,933,84,23,19,9,4,2,1295.3,1,0
2026-06-29,CMP021,creator_content,Creator content,638,34,8,6,3,1,0,999.83,0,0
2026-06-29,CMP021,paid_social,Paid social,579,26,5,3,1,0,0,1322.87,4,0
2026-06-29,CMP021,search_content,Search and explainer content,1249,89,20,15,6,2,1,2012.49,0,0
2026-06-29,CMP022,campus_ambassador,Campus ambassadors,751,65,7,5,3,1,0,875.64,0,2
2026-06-29,CMP022,partner_webinar,Partner webinars,690,87,9,6,3,1,0,1694.73,1,1
2026-06-29,CMP022,referral,Student referral loops,1154,116,17,13,7,2,1,1501.54,0,6
2026-06-29,CMP022,creator_content,Creator content,599,36,6,4,2,0,0,888.32,0,0
2026-06-29,CMP022,paid_social,Paid social,802,41,4,3,1,0,0,1306.97,0,0
2026-06-29,CMP022,search_content,Search and explainer content,953,75,9,6,3,1,0,1562.0,5,1
2026-06-29,CMP023,campus_ambassador,Campus ambassadors,398,38,11,8,4,1,0,776.35,0,0
2026-06-29,CMP023,partner_webinar,Partner webinars,826,115,25,19,10,4,2,3859.44,1,0
2026-06-29,CMP023,referral,Student referral loops,815,90,21,17,10,5,3,1655.24,3,0
2026-06-29,CMP023,creator_content,Creator content,1234,82,23,18,11,5,2,2003.39,8,0
2026-06-29,CMP023,paid_social,Paid social,924,52,11,9,5,2,0,2695.79,0,0
2026-06-29,CMP023,search_content,Search and explainer content,651,57,17,12,5,2,1,1465.71,0,0
2026-06-29,CMP024,campus_ambassador,Campus ambassadors,1475,134,32,23,14,5,3,2715.42,0,6
2026-06-29,CMP024,partner_webinar,Partner webinars,1947,254,51,43,22,8,5,8801.9,1,0
2026-06-29,CMP024,referral,Student referral loops,1589,165,43,35,19,9,6,2538.42,0,5
2026-06-29,CMP024,creator_content,Creator content,1874,118,33,24,12,4,2,2789.52,0,0
2026-06-29,CMP024,paid_social,Paid social,1826,97,17,13,6,2,0,3911.23,3,0
2026-06-29,CMP024,search_content,Search and explainer content,1244,102,18,15,7,2,1,2918.35,7,7
2026-06-29,CMP025,campus_ambassador,Campus ambassadors,600,57,12,9,4,2,1,1209.07,0,0
2026-06-29,CMP025,partner_webinar,Partner webinars,857,118,34,28,15,8,4,4882.97,0,8
2026-06-29,CMP025,referral,Student referral loops,1018,111,31,24,11,5,3,1824.89,0,2
2026-06-29,CMP025,creator_content,Creator content,797,52,12,9,4,2,0,1981.68,0,0
2026-06-29,CMP025,paid_social,Paid social,602,33,12,9,4,2,1,1493.86,0,0
2026-06-29,CMP025,search_content,Search and explainer content,1263,109,26,22,13,7,3,2329.08,0,2
2026-06-29,CMP026,campus_ambassador,Campus ambassadors,1221,100,17,14,6,2,1,2510.17,0,0
2026-06-29,CMP026,partner_webinar,Partner webinars,1859,221,33,26,11,5,3,7544.2,0,1
2026-06-29,CMP026,referral,Student referral loops,1939,183,28,20,9,4,3,2977.6,2,0
2026-06-29,CMP026,creator_content,Creator content,2061,118,26,19,8,3,1,3687.58,0,2
2026-06-29,CMP026,paid_social,Paid social,804,38,7,6,3,1,0,1668.43,3,1
2026-06-29,CMP026,search_content,Search and explainer content,999,74,12,10,4,1,0,1488.47,0,0
2026-06-29,CMP027,campus_ambassador,Campus ambassadors,1292,108,29,23,11,4,2,2008.66,0,4
2026-06-29,CMP027,partner_webinar,Partner webinars,928,112,35,27,11,4,2,2817.49,0,0
2026-06-29,CMP027,referral,Student referral loops,651,62,16,12,6,2,1,845.44,0,0
2026-06-29,CMP027,creator_content,Creator content,704,40,9,7,3,1,0,1149.85,0,0
2026-06-29,CMP027,paid_social,Paid social,915,45,14,11,5,2,1,1469.2,1,2
2026-06-29,CMP027,search_content,Search and explainer content,596,45,9,7,3,1,0,1018.43,2,0
2026-06-29,CMP028,campus_ambassador,Campus ambassadors,381,30,7,5,3,1,0,773.16,0,0
2026-06-29,CMP028,partner_webinar,Partner webinars,492,56,16,12,7,3,2,2045.78,3,0
2026-06-29,CMP028,referral,Student referral loops,337,30,9,7,4,1,0,460.3,0,0
2026-06-29,CMP028,creator_content,Creator content,292,16,5,3,1,0,0,526.63,0,2
2026-06-29,CMP028,paid_social,Paid social,456,21,5,3,1,0,0,1011.36,0,3
2026-06-29,CMP028,search_content,Search and explainer content,602,43,10,7,4,1,0,1081.47,0,0
2026-06-29,CMP029,campus_ambassador,Campus ambassadors,2198,200,54,41,25,11,7,3609.53,0,0
2026-06-29,CMP029,partner_webinar,Partner webinars,1892,248,86,70,39,17,10,7227.21,5,2
2026-06-29,CMP029,referral,Student referral loops,1019,106,35,25,15,6,4,1660.44,5,0
2026-06-29,CMP029,creator_content,Creator content,2053,129,38,31,18,8,3,4038.73,4,4
2026-06-29,CMP029,paid_social,Paid social,1004,53,20,17,8,3,1,2477.46,4,0
2026-06-29,CMP029,search_content,Search and explainer content,2033,168,59,45,23,10,5,4050.71,2,1
2026-06-29,CMP030,campus_ambassador,Campus ambassadors,254,22,5,3,1,0,0,580.78,1,0
2026-06-29,CMP030,partner_webinar,Partner webinars,539,68,14,10,4,2,1,3048.72,6,0
2026-06-29,CMP030,referral,Student referral loops,543,55,13,11,5,2,1,1298.06,0,0
2026-06-29,CMP030,creator_content,Creator content,647,39,9,6,2,1,0,1494.97,0,0
2026-06-29,CMP030,paid_social,Paid social,263,13,2,1,0,0,0,611.57,0,0
2026-06-29,CMP030,search_content,Search and explainer content,700,56,10,8,4,2,1,1526.95,7,0
2026-06-29,CMP031,campus_ambassador,Campus ambassadors,1221,113,32,26,17,10,6,2183.71,4,0
2026-06-29,CMP031,partner_webinar,Partner webinars,1483,198,65,50,26,15,9,5871.12,0,0
2026-06-29,CMP031,referral,Student referral loops,1090,115,34,24,16,8,5,2320.44,1,2
2026-06-29,CMP031,creator_content,Creator content,969,62,18,15,9,5,2,1633.76,4,0
2026-06-29,CMP031,paid_social,Paid social,779,42,9,6,3,1,0,1631.17,0,0
2026-06-29,CMP031,search_content,Search and explainer content,1029,86,24,17,11,6,3,2111.95,2,4
2026-06-29,CMP032,campus_ambassador,Campus ambassadors,1390,135,48,36,18,12,7,2330.81,0,9
2026-06-29,CMP032,partner_webinar,Partner webinars,1122,157,43,36,22,11,7,4555.71,2,0
2026-06-29,CMP032,referral,Student referral loops,1500,167,54,40,21,12,7,2282.0,0,3
2026-06-29,CMP032,creator_content,Creator content,798,53,11,9,4,2,1,1443.33,5,0
2026-06-29,CMP032,paid_social,Paid social,1430,81,24,19,11,5,2,2528.9,3,0
2026-06-29,CMP032,search_content,Search and explainer content,1498,132,45,36,20,10,5,3305.47,0,0
2026-07-06,CMP001,campus_ambassador,Campus ambassadors,1132,103,19,13,7,2,1,2144.54,0,4
2026-07-06,CMP001,partner_webinar,Partner webinars,723,95,19,14,8,3,1,3293.28,2,2
2026-07-06,CMP001,referral,Student referral loops,815,85,14,10,5,2,1,1616.41,0,3
2026-07-06,CMP001,creator_content,Creator content,1440,91,24,20,11,5,2,2312.42,0,4
2026-07-06,CMP001,paid_social,Paid social,737,39,6,4,1,0,0,1915.34,1,0
2026-07-06,CMP001,search_content,Search and explainer content,1232,102,23,18,11,5,2,2127.58,0,0
2026-07-06,CMP002,campus_ambassador,Campus ambassadors,1689,154,41,29,18,7,3,3131.8,5,0
2026-07-06,CMP002,partner_webinar,Partner webinars,2006,264,72,58,37,18,13,7975.16,3,1
2026-07-06,CMP002,referral,Student referral loops,2050,215,35,27,15,7,4,3098.49,3,1
2026-07-06,CMP002,creator_content,Creator content,1728,109,29,23,12,4,1,3338.24,2,2
2026-07-06,CMP002,paid_social,Paid social,1052,56,14,11,5,2,0,2504.97,1,3
